user-id,game-title,behaviour-name,values
197902002,814,purchase,1.0
97298878,1588,purchase,1.0
97298878,1588,play,9.0
97298878,4013,purchase,1.0
97298878,4013,play,8.6
198572546,4013,purchase,1.0
198572546,4013,play,12.7
219509107,4013,purchase,1.0
219509107,4013,play,2.1
202906503,4013,purchase,1.0
202906503,4013,play,10.4
92107940,5105,purchase,1.0
92107940,5105,play,110.0
92107940,1278,purchase,1.0
92107940,1278,play,40.0
251431515,4013,purchase,1.0
251431515,4013,play,0.9
99189757,1588,purchase,1.0
99189757,1588,play,1085.0
30695285,248,purchase,1.0
30695285,248,play,36.0
30695285,3095,purchase,1.0
30695285,3095,play,0.2
201069271,4013,purchase,1.0
201069271,4013,play,4.8
48845802,3095,purchase,1.0
48845802,3095,play,211.0
48845802,248,purchase,1.0
48845802,248,play,60.0
226212066,2329,purchase,1.0
226212066,2329,play,94.0
226212066,814,purchase,1.0
226212066,814,play,15.0
226212066,1278,purchase,1.0
226212066,1278,play,10.8
226212066,1588,purchase,1.0
226212066,1588,play,3.6
226212066,2960,purchase,1.0
226212066,2960,play,0.2
221430493,4013,purchase,1.0
221430493,4013,play,5.3
62923086,3095,purchase,1.0
62923086,3095,play,91.0
250006052,5105,purchase,1.0
250006052,5105,play,465.0
65117175,1821,purchase,1.0
65117175,1821,play,11.3
65117175,4191,purchase,1.0
65117175,4191,play,9.1
65117175,1588,purchase,1.0
65117175,1588,play,1.3
65117175,1337,purchase,1.0
227944885,4013,purchase,1.0
227944885,4013,play,62.0
144004384,4013,purchase,1.0
144004384,4013,play,22.0
236557903,1588,purchase,1.0
236557903,1588,play,2.0
11373749,1588,purchase,1.0
11373749,1588,play,762.0
11373749,1337,purchase,1.0
11373749,1337,play,270.0
11373749,5105,purchase,1.0
11373749,5105,play,220.0
11373749,647,purchase,1.0
11373749,647,play,84.0
11373749,1821,purchase,1.0
11373749,1821,play,22.0
11373749,735,purchase,1.0
11373749,735,play,18.1
11373749,2329,purchase,1.0
11373749,2329,play,5.5
11373749,4191,purchase,1.0
11373749,4191,play,4.4
11373749,4013,purchase,1.0
11373749,4013,play,2.2
11373749,1278,purchase,1.0
11373749,1278,play,1.3
11373749,814,purchase,1.0
11373749,814,play,0.8
11373749,4551,purchase,1.0
11373749,4551,play,0.4
11373749,3095,purchase,1.0
11373749,574,purchase,1.0
11373749,1473,purchase,1.0
11373749,3801,purchase,1.0
140293612,4013,purchase,1.0
140293612,4013,play,278.0
187851224,4013,purchase,1.0
187851224,4013,play,240.0
192921532,4013,purchase,1.0
192921532,4013,play,6.9
192921532,814,purchase,1.0
192921532,814,play,1.2
54103616,2329,purchase,1.0
54103616,2329,play,1028.0
54103616,3095,purchase,1.0
54103616,3095,play,1008.0
54103616,1588,purchase,1.0
54103616,1588,play,72.0
54103616,5105,purchase,1.0
54103616,5105,play,35.0
54103616,4551,purchase,1.0
54103616,4551,play,32.0
54103616,1337,purchase,1.0
54103616,1337,play,15.8
54103616,1821,purchase,1.0
54103616,1821,play,7.3
54103616,4013,purchase,1.0
54103616,4013,play,3.1
54103616,647,purchase,1.0
54103616,647,play,1.7
54103616,248,purchase,1.0
54103616,574,purchase,1.0
54103616,1473,purchase,1.0
222277839,4013,purchase,1.0
222277839,4013,play,86.0
298547051,1588,purchase,1.0
298547051,1588,play,3.3
298547051,4013,purchase,1.0
298547051,4013,play,0.3
264253640,4013,purchase,1.0
264253640,4013,play,142.0
264253640,4194,purchase,1.0
264253640,4194,play,4.2
125718844,4013,purchase,1.0
125718844,4013,play,1.1
230599183,4013,purchase,1.0
230599183,4013,play,2.3
38763767,3095,purchase,1.0
38763767,3095,play,0.8
38763767,248,purchase,1.0
164543231,1278,purchase,1.0
164543231,1278,play,105.0
164543231,1588,purchase,1.0
164543231,1588,play,30.0
164543231,814,purchase,1.0
164543231,814,play,14.9
164543231,2329,purchase,1.0
164543231,2329,play,7.4
164543231,3206,purchase,1.0
164543231,3206,play,5.6
164543231,2960,purchase,1.0
164543231,2960,play,2.0
164543231,4013,purchase,1.0
164543231,4013,play,0.4
163617342,4013,purchase,1.0
163617342,4013,play,891.0
163617342,2329,purchase,1.0
163617342,2329,play,853.0
163617342,2960,purchase,1.0
163617342,2960,play,3.3
295931968,1588,purchase,1.0
295931968,1588,play,6.6
165034415,4013,purchase,1.0
165034415,4013,play,3.6
298389371,2329,purchase,1.0
298389371,2329,play,231.0
27543430,4551,purchase,1.0
27543430,574,purchase,1.0
27543430,1473,purchase,1.0
126640783,4013,purchase,1.0
126640783,4013,play,9.9
119410870,1588,purchase,1.0
119410870,1588,play,4.5
243440565,4013,purchase,1.0
243440565,4013,play,0.5
157694162,4013,purchase,1.0
157694162,4013,play,2.0
124395695,1588,purchase,1.0
124395695,1588,play,29.0
126656629,4013,purchase,1.0
126656629,4013,play,2.4
197821092,4013,purchase,1.0
197821092,4013,play,1.5
294797577,4013,purchase,1.0
294797577,4013,play,10.1
228507886,4013,purchase,1.0
228507886,4013,play,6.5
49769103,4551,purchase,1.0
49769103,4551,play,63.0
49769103,1337,purchase,1.0
49769103,1337,play,1.4
239397807,4013,purchase,1.0
239397807,4013,play,0.4
239921853,2960,purchase,1.0
300601393,2329,purchase,1.0
300601393,2329,play,13.4
109278470,2329,purchase,1.0
109278470,2329,play,75.0
109278470,1588,purchase,1.0
109278470,1588,play,0.5
109278470,814,purchase,1.0
197509386,4013,purchase,1.0
197509386,4013,play,550.0
92842632,1588,purchase,1.0
92842632,1588,play,27.0
5270060,4551,purchase,1.0
5270060,4551,play,12.2
5270060,1588,purchase,1.0
5270060,1588,play,0.9
5270060,3095,purchase,1.0
5270060,3095,play,0.1
5270060,248,purchase,1.0
5270060,574,purchase,1.0
5270060,1473,purchase,1.0
171847029,2329,purchase,1.0
171847029,2329,play,639.0
171847029,2960,purchase,1.0
171847029,2960,play,70.0
171847029,1588,purchase,1.0
171847029,1588,play,1.0
171847029,3206,purchase,1.0
171847029,3206,play,0.5
111479516,4013,purchase,1.0
111479516,4013,play,865.0
64350600,3095,purchase,1.0
64350600,3095,play,271.0
64350600,2960,purchase,1.0
64350600,2960,play,16.7
64350600,814,purchase,1.0
64350600,814,play,10.7
64350600,1337,purchase,1.0
64350600,1337,play,8.6
64350600,4013,purchase,1.0
64350600,4013,play,2.4
117217039,4013,purchase,1.0
117217039,4013,play,60.0
208164637,4194,purchase,1.0
180331040,4013,purchase,1.0
180331040,4013,play,1256.0
180331040,4194,purchase,1.0
150103338,4013,purchase,1.0
150103338,4013,play,1.9
151229648,1337,purchase,1.0
151229648,1337,play,2.7
151229648,2960,purchase,1.0
151229648,2960,play,0.9
151229648,814,purchase,1.0
151229648,4194,purchase,1.0
253773352,814,purchase,1.0
253773352,814,play,0.3
250870371,4013,purchase,1.0
250870371,4013,play,0.3
175143479,4013,purchase,1.0
175143479,4013,play,1.9
56038151,3801,purchase,1.0
56038151,3801,play,72.0
56038151,5105,purchase,1.0
56038151,5105,play,14.6
56038151,1821,purchase,1.0
56038151,1821,play,0.8
56038151,1337,purchase,1.0
56038151,1337,play,0.5
56038151,4551,purchase,1.0
56038151,1278,purchase,1.0
56038151,4191,purchase,1.0
124884511,4013,purchase,1.0
124884511,4013,play,1447.0
124884511,814,purchase,1.0
124884511,814,play,0.3
124884511,2960,purchase,1.0
148928721,4013,purchase,1.0
148928721,4013,play,2594.0
148928721,2329,purchase,1.0
148928721,2329,play,51.0
148928721,1588,purchase,1.0
148928721,1588,play,1.0
148928721,814,purchase,1.0
150965343,4013,purchase,1.0
150965343,4013,play,5.3
46759859,248,purchase,1.0
46759859,248,play,490.0
46759859,3095,purchase,1.0
46759859,3095,play,316.0
268158408,814,purchase,1.0
268158408,814,play,5.7
257377008,2329,purchase,1.0
257377008,2329,play,27.0
133262375,4013,purchase,1.0
133262375,4013,play,290.0
202092286,1278,purchase,1.0
202092286,1278,play,7.6
136554467,4013,purchase,1.0
136554467,4013,play,101.0
136554467,2329,purchase,1.0
136554467,2329,play,63.0
287943546,1588,purchase,1.0
287943546,1588,play,1.9
136246724,4013,purchase,1.0
136246724,4013,play,0.2
189191657,3206,purchase,1.0
189191657,3206,play,133.0
189191657,814,purchase,1.0
189191657,814,play,21.0
189191657,1588,purchase,1.0
189191657,1588,play,18.3
189191657,2960,purchase,1.0
189191657,2960,play,4.4
41917762,4551,purchase,1.0
41917762,574,purchase,1.0
41917762,1473,purchase,1.0
57234698,4013,purchase,1.0
57234698,4013,play,2.6
55446861,4551,purchase,1.0
55446861,4551,play,22.0
55446861,574,purchase,1.0
55446861,1473,purchase,1.0
2428602,4013,purchase,1.0
2428602,4013,play,473.0
2428602,3095,purchase,1.0
2428602,3095,play,1.4
2428602,3206,purchase,1.0
2428602,4194,purchase,1.0
164927653,4013,purchase,1.0
164927653,4013,play,0.2
9544834,3095,purchase,1.0
9544834,3095,play,101.0
9544834,574,purchase,1.0
9544834,574,play,0.3
9544834,1473,purchase,1.0
57103808,647,purchase,1.0
57103808,647,play,59.0
57103808,3801,purchase,1.0
57103808,3801,play,35.0
57103808,2960,purchase,1.0
57103808,2960,play,19.4
57103808,4551,purchase,1.0
57103808,4551,play,13.2
57103808,1278,purchase,1.0
57103808,1278,play,11.5
57103808,3206,purchase,1.0
57103808,3206,play,9.5
57103808,735,purchase,1.0
57103808,735,play,5.2
57103808,2329,purchase,1.0
57103808,2329,play,4.9
57103808,4191,purchase,1.0
57103808,4191,play,1.9
57103808,1588,purchase,1.0
57103808,1588,play,1.8
57103808,1473,purchase,1.0
215578265,4013,purchase,1.0
215578265,4013,play,1.2
197172884,814,purchase,1.0
197172884,814,play,0.4
242349023,4013,purchase,1.0
242349023,4013,play,56.0
99609673,1588,purchase,1.0
99609673,1588,play,1.0
63276972,3801,purchase,1.0
63276972,3801,play,79.0
63276972,1337,purchase,1.0
63276972,1337,play,3.6
63276972,735,purchase,1.0
63276972,735,play,3.4
63276972,4191,purchase,1.0
63276972,4191,play,0.2
63276972,1473,purchase,1.0
183005527,4013,purchase,1.0
183005527,4013,play,6.4
84668956,1588,purchase,1.0
84668956,1588,play,2.4
145904806,1588,purchase,1.0
145904806,1588,play,1.4
164591420,1588,purchase,1.0
164591420,1588,play,2.6
171982044,4013,purchase,1.0
171982044,4013,play,1.6
187533357,3801,purchase,1.0
187533357,814,purchase,1.0
94088853,5105,purchase,1.0
94088853,5105,play,320.0
94088853,3801,purchase,1.0
94088853,3801,play,253.0
94088853,814,purchase,1.0
94088853,814,play,16.8
94088853,4013,purchase,1.0
94088853,4013,play,15.6
94088853,647,purchase,1.0
94088853,647,play,11.2
94088853,1821,purchase,1.0
94088853,1821,play,8.1
94088853,4191,purchase,1.0
48058475,4551,purchase,1.0
48058475,4551,play,543.0
48058475,574,purchase,1.0
48058475,574,play,81.0
48058475,4191,purchase,1.0
48058475,4191,play,5.3
48058475,1473,purchase,1.0
48058475,1473,play,0.7
170095814,4013,purchase,1.0
170095814,4013,play,7.0
170095814,3206,purchase,1.0
170095814,3206,play,1.6
212751581,2329,purchase,1.0
212751581,2329,play,432.0
212751581,814,purchase,1.0
212751581,814,play,0.6
301883131,4013,purchase,1.0
301883131,4013,play,0.3
116085629,5105,purchase,1.0
116085629,5105,play,80.0
217834203,814,purchase,1.0
202395275,4013,purchase,1.0
202395275,4013,play,4.3
248444377,1278,purchase,1.0
248444377,1278,play,213.0
248444377,2329,purchase,1.0
248444377,2329,play,60.0
248444377,2960,purchase,1.0
248444377,3206,purchase,1.0
248444377,814,purchase,1.0
248444377,4194,purchase,1.0
25941262,4551,purchase,1.0
25941262,4551,play,89.0
25941262,3095,purchase,1.0
25941262,3095,play,0.8
25941262,248,purchase,1.0
148510973,2329,purchase,1.0
148510973,2329,play,488.0
148510973,1588,purchase,1.0
148510973,1588,play,75.0
148510973,5105,purchase,1.0
148510973,5105,play,73.0
148510973,814,purchase,1.0
148510973,814,play,6.0
148510973,1337,purchase,1.0
148510973,1337,play,2.4
148510973,1821,purchase,1.0
148510973,1821,play,0.6
148510973,647,purchase,1.0
148510973,647,play,0.3
148510973,4191,purchase,1.0
148510973,3095,purchase,1.0
148510973,4551,purchase,1.0
148510973,574,purchase,1.0
148510973,735,purchase,1.0
148510973,248,purchase,1.0
148510973,1473,purchase,1.0
148510973,3206,purchase,1.0
64369759,4013,purchase,1.0
64369759,4013,play,19.6
64369759,4191,purchase,1.0
64369759,4191,play,3.2
64369759,1821,purchase,1.0
64369759,1821,play,1.9
289893544,4013,purchase,1.0
289893544,4013,play,4.8
289893544,4194,purchase,1.0
223471406,4013,purchase,1.0
223471406,4013,play,2.7
210778610,4013,purchase,1.0
210778610,4013,play,5.7
173857208,4013,purchase,1.0
173857208,4013,play,0.6
9823354,3801,purchase,1.0
9823354,3801,play,153.0
9823354,5105,purchase,1.0
9823354,5105,play,143.0
9823354,735,purchase,1.0
9823354,735,play,24.0
9823354,1821,purchase,1.0
9823354,1821,play,16.9
9823354,1588,purchase,1.0
9823354,1588,play,12.6
9823354,4191,purchase,1.0
9823354,4191,play,8.2
9823354,4551,purchase,1.0
9823354,4551,play,7.9
9823354,1337,purchase,1.0
9823354,1337,play,2.7
9823354,3095,purchase,1.0
9823354,3095,play,2.2
9823354,1473,purchase,1.0
9823354,1473,play,0.4
9823354,574,purchase,1.0
9823354,574,play,0.1
9823354,248,purchase,1.0
9823354,1278,purchase,1.0
304467587,2960,purchase,1.0
165269326,4013,purchase,1.0
165269326,4013,play,26.0
226033921,4013,purchase,1.0
226033921,4013,play,1.8
226033921,4194,purchase,1.0
232064401,4013,purchase,1.0
232064401,4013,play,4.5
141593973,4013,purchase,1.0
141593973,4013,play,423.0
174965596,4013,purchase,1.0
174965596,4013,play,6.6
100519466,1278,purchase,1.0
100519466,1278,play,188.0
100519466,3206,purchase,1.0
100519466,3206,play,73.0
100519466,1588,purchase,1.0
100519466,1588,play,36.0
100519466,1821,purchase,1.0
100519466,1821,play,15.0
100519466,4194,purchase,1.0
100519466,4194,play,6.6
100519466,5105,purchase,1.0
100519466,5105,play,3.5
107886872,1337,purchase,1.0
107886872,1337,play,27.0
153415214,4013,purchase,1.0
153415214,4013,play,0.2
180789959,5105,purchase,1.0
180789959,5105,play,5.0
180789959,1588,purchase,1.0
180789959,1588,play,3.5
236541446,4013,purchase,1.0
236541446,4013,play,0.2
155997063,1588,purchase,1.0
155997063,1588,play,3.0
168031436,5105,purchase,1.0
168031436,5105,play,14.1
168031436,1278,purchase,1.0
168031436,1278,play,4.8
168031436,735,purchase,1.0
168031436,1473,purchase,1.0
168031436,4191,purchase,1.0
169358223,1588,purchase,1.0
169358223,1588,play,407.0
162543176,2329,purchase,1.0
162543176,2329,play,21.0
162543176,1278,purchase,1.0
162543176,1278,play,20.0
162543176,1588,purchase,1.0
162543176,1588,play,11.5
95898619,4551,purchase,1.0
95898619,4551,play,396.0
95898619,2329,purchase,1.0
95898619,2329,play,227.0
95898619,248,purchase,1.0
95898619,248,play,12.6
95898619,3095,purchase,1.0
95898619,3095,play,2.4
185685666,814,purchase,1.0
185685666,814,play,0.6
185685666,3206,purchase,1.0
185685666,3206,play,0.2
308280913,4013,purchase,1.0
308280913,4013,play,2.3
215492239,814,purchase,1.0
215492239,814,play,6.2
16167221,248,purchase,1.0
16167221,248,play,722.0
16167221,3095,purchase,1.0
16167221,3095,play,35.0
16167221,735,purchase,1.0
16167221,735,play,13.0
16167221,1588,purchase,1.0
16167221,1588,play,2.1
16167221,4191,purchase,1.0
16167221,4191,play,1.9
16167221,4194,purchase,1.0
16167221,4194,play,1.3
16167221,1473,purchase,1.0
16167221,1473,play,0.6
19586574,3095,purchase,1.0
19586574,3095,play,38.0
19586574,1821,purchase,1.0
19586574,1821,play,25.0
19586574,1278,purchase,1.0
19586574,1278,play,12.2
19586574,2329,purchase,1.0
19586574,2329,play,11.4
19586574,1337,purchase,1.0
19586574,1337,play,6.9
19586574,4013,purchase,1.0
19586574,4013,play,3.3
19586574,248,purchase,1.0
19586574,248,play,3.3
200759485,3095,purchase,1.0
200759485,3095,play,5.1
200759485,4013,purchase,1.0
200759485,4013,play,0.4
200759485,248,purchase,1.0
153290864,1588,purchase,1.0
153290864,1588,play,0.8
219446813,4013,purchase,1.0
219446813,4013,play,210.0
41883322,5105,purchase,1.0
41883322,5105,play,107.0
260269555,4013,purchase,1.0
260269555,4013,play,3.2
186333740,4013,purchase,1.0
186333740,4013,play,6.6
142004534,4013,purchase,1.0
142004534,4013,play,94.0
307663333,4194,purchase,1.0
170491009,647,purchase,1.0
170491009,647,play,286.0
170491009,1588,purchase,1.0
170491009,1588,play,197.0
170491009,1278,purchase,1.0
170491009,1278,play,55.0
170491009,5105,purchase,1.0
170491009,5105,play,48.0
170491009,4194,purchase,1.0
170491009,4194,play,14.1
170491009,3206,purchase,1.0
170491009,3206,play,4.2
195459356,814,purchase,1.0
195459356,4194,purchase,1.0
30280104,4551,purchase,1.0
30280104,4551,play,3.3
30280104,574,purchase,1.0
30280104,574,play,2.0
30280104,4013,purchase,1.0
30280104,4013,play,1.5
30280104,1473,purchase,1.0
227153589,4013,purchase,1.0
227153589,4013,play,1.2
64365339,4191,purchase,1.0
64365339,4191,play,14.0
103669953,1821,purchase,1.0
103669953,1821,play,4.7
103360,3095,purchase,1.0
103360,248,purchase,1.0
237275985,2329,purchase,1.0
237275985,2329,play,46.0
178709401,4013,purchase,1.0
178709401,4013,play,200.0
198156213,4013,purchase,1.0
198156213,4013,play,17.0
198156213,814,purchase,1.0
190231757,5105,purchase,1.0
190231757,5105,play,18.0
212284721,4013,purchase,1.0
212284721,4013,play,0.9
20321898,4551,purchase,1.0
20321898,4551,play,1.0
20321898,574,purchase,1.0
20321898,1473,purchase,1.0
48239695,3801,purchase,1.0
48239695,3801,play,312.0
48239695,735,purchase,1.0
48239695,735,play,22.0
48239695,4191,purchase,1.0
48239695,4191,play,0.2
48239695,1473,purchase,1.0
201512283,4013,purchase,1.0
201512283,4013,play,0.4
131227694,2329,purchase,1.0
131227694,2329,play,90.0
131227694,4013,purchase,1.0
131227694,4013,play,2.0
201697182,2329,purchase,1.0
201697182,2329,play,76.0
150751526,4013,purchase,1.0
150751526,4013,play,374.0
150751526,2329,purchase,1.0
150751526,2329,play,53.0
150751526,814,purchase,1.0
150751526,814,play,46.0
150751526,1278,purchase,1.0
150751526,1278,play,46.0
150751526,4194,purchase,1.0
150751526,4194,play,17.2
150751526,2960,purchase,1.0
150751526,2960,play,7.6
150751526,1588,purchase,1.0
150751526,1588,play,5.0
150751526,3206,purchase,1.0
150751526,3206,play,3.9
150751526,1821,purchase,1.0
150751526,1821,play,1.6
241208825,4013,purchase,1.0
241208825,4013,play,331.0
249165768,2329,purchase,1.0
249165768,2329,play,622.0
249165768,4013,purchase,1.0
249165768,4013,play,59.0
249165768,4551,purchase,1.0
249165768,4551,play,2.9
249165768,3095,purchase,1.0
249165768,248,purchase,1.0
239478937,814,purchase,1.0
239478937,814,play,0.6
83851086,1588,purchase,1.0
83851086,1588,play,0.8
145658798,4013,purchase,1.0
145658798,4013,play,1.7
210669058,4013,purchase,1.0
210669058,4013,play,1.4
130280718,1588,purchase,1.0
130280718,1588,play,68.0
130280718,2329,purchase,1.0
130280718,2329,play,16.5
130280718,1278,purchase,1.0
130280718,1278,play,16.2
130280718,4013,purchase,1.0
130280718,4013,play,9.8
130280718,814,purchase,1.0
130280718,814,play,7.1
130280718,3206,purchase,1.0
130280718,3206,play,4.4
81569401,3095,purchase,1.0
81569401,3095,play,891.0
81569401,248,purchase,1.0
186996848,4013,purchase,1.0
186996848,4013,play,2.8
287706524,4013,purchase,1.0
287706524,4013,play,0.1
65716118,4551,purchase,1.0
65716118,4551,play,107.0
65716118,2329,purchase,1.0
65716118,2329,play,44.0
65716118,5105,purchase,1.0
65716118,5105,play,22.0
65716118,574,purchase,1.0
65716118,574,play,1.5
65716118,1473,purchase,1.0
65716118,1473,play,0.3
144004666,4013,purchase,1.0
144004666,4013,play,4.6
113308351,3801,purchase,1.0
113308351,3801,play,14.1
303326013,1278,purchase,1.0
303326013,1278,play,29.0
154210162,4013,purchase,1.0
154210162,4013,play,780.0
146463817,4013,purchase,1.0
146463817,4013,play,12.2
303693006,4013,purchase,1.0
303693006,4013,play,6.9
98152188,5105,purchase,1.0
98152188,5105,play,643.0
231450817,4013,purchase,1.0
231450817,4013,play,9.9
162649407,5105,purchase,1.0
162649407,5105,play,403.0
162649407,3095,purchase,1.0
162649407,3095,play,0.6
162649407,248,purchase,1.0
162649407,248,play,0.5
229467150,4013,purchase,1.0
229467150,4013,play,24.0
246892835,814,purchase,1.0
246892835,814,play,2.3
246892835,1588,purchase,1.0
246892835,1588,play,0.3
288856904,4013,purchase,1.0
288856904,4013,play,1.8
36553207,4551,purchase,1.0
36553207,4551,play,956.0
36553207,574,purchase,1.0
36553207,1473,purchase,1.0
143693450,4013,purchase,1.0
143693450,4013,play,2.9
139955299,4013,purchase,1.0
139955299,4013,play,91.0
136021775,1278,purchase,1.0
136021775,1278,play,19.6
136021775,2329,purchase,1.0
136021775,2329,play,15.9
136021775,1588,purchase,1.0
136021775,1588,play,1.8
136021775,4551,purchase,1.0
39446138,1821,purchase,1.0
39446138,1821,play,19.1
39446138,1337,purchase,1.0
211404615,1588,purchase,1.0
211404615,1588,play,0.4
215540943,647,purchase,1.0
215540943,647,play,67.0
215540943,2329,purchase,1.0
215540943,2329,play,18.0
215540943,1337,purchase,1.0
215540943,1337,play,6.3
215540943,4194,purchase,1.0
215540943,4194,play,2.6
215540943,1588,purchase,1.0
215540943,1588,play,1.0
81743539,1588,purchase,1.0
81743539,1588,play,4.7
81743539,4191,purchase,1.0
81743539,4191,play,1.6
81743539,3095,purchase,1.0
81743539,248,purchase,1.0
81743539,2329,purchase,1.0
81743539,4551,purchase,1.0
81743539,735,purchase,1.0
81743539,574,purchase,1.0
81743539,1473,purchase,1.0
81743539,1337,purchase,1.0
81743539,1821,purchase,1.0
128790593,5105,purchase,1.0
128790593,5105,play,46.0
128790593,2329,purchase,1.0
128790593,2329,play,9.4
128790593,1588,purchase,1.0
128790593,1588,play,2.1
128790593,4013,purchase,1.0
128790593,4013,play,1.3
198346312,3801,purchase,1.0
198346312,3801,play,20.0
198346312,647,purchase,1.0
198346312,647,play,14.3
198346312,4191,purchase,1.0
198346312,4191,play,3.5
155182551,4013,purchase,1.0
155182551,4013,play,4228.0
169218314,4013,purchase,1.0
169218314,4013,play,61.0
252016836,4013,purchase,1.0
252016836,4013,play,27.0
124777563,1588,purchase,1.0
124777563,1588,play,2.1
124777563,814,purchase,1.0
217268143,4013,purchase,1.0
217268143,4013,play,6.6
115436501,814,purchase,1.0
27117407,4551,purchase,1.0
27117407,4551,play,9.4
27117407,2329,purchase,1.0
27117407,2329,play,8.2
27117407,1588,purchase,1.0
27117407,1588,play,5.0
27117407,735,purchase,1.0
27117407,574,purchase,1.0
27117407,1473,purchase,1.0
78332414,4013,purchase,1.0
78332414,4013,play,998.0
78332414,2960,purchase,1.0
78332414,2960,play,69.0
78332414,2329,purchase,1.0
78332414,2329,play,0.4
130201800,5105,purchase,1.0
130201800,5105,play,313.0
130201800,814,purchase,1.0
130201800,814,play,35.0
130201800,1588,purchase,1.0
130201800,1588,play,10.5
130201800,4013,purchase,1.0
130201800,4013,play,2.1
88585138,4191,purchase,1.0
88585138,4191,play,4.2
88585138,1588,purchase,1.0
88585138,1588,play,0.4
139352395,4013,purchase,1.0
139352395,4013,play,13.2
143459727,4013,purchase,1.0
143459727,4013,play,310.0
143459727,4194,purchase,1.0
143459727,4194,play,157.0
143459727,3206,purchase,1.0
143459727,3206,play,19.4
143459727,2960,purchase,1.0
143459727,2960,play,1.7
143459727,1588,purchase,1.0
143459727,1588,play,0.6
143459727,814,purchase,1.0
143459727,814,play,0.4
201445671,2329,purchase,1.0
201445671,2329,play,5.2
24932641,735,purchase,1.0
24932641,735,play,11.6
24932641,4551,purchase,1.0
24932641,574,purchase,1.0
24932641,1473,purchase,1.0
244273527,2960,purchase,1.0
193987636,814,purchase,1.0
193987636,814,play,5.1
193987636,4194,purchase,1.0
209729995,4013,purchase,1.0
209729995,4013,play,1.2
71082079,5105,purchase,1.0
71082079,5105,play,33.0
212521878,4013,purchase,1.0
212521878,4013,play,0.7
166705920,4013,purchase,1.0
166705920,4013,play,697.0
166705920,3206,purchase,1.0
166705920,814,purchase,1.0
166705920,4194,purchase,1.0
228302915,2329,purchase,1.0
228302915,2329,play,6.9
228302915,4013,purchase,1.0
228302915,4013,play,1.7
246056879,4013,purchase,1.0
246056879,4013,play,3.4
154406815,4013,purchase,1.0
154406815,4013,play,8.9
141037251,4013,purchase,1.0
141037251,4013,play,3.3
298979438,4013,purchase,1.0
298979438,4013,play,73.0
149318464,4013,purchase,1.0
149318464,4013,play,66.0
29835809,4551,purchase,1.0
29835809,4551,play,7.3
29835809,574,purchase,1.0
29835809,1473,purchase,1.0
174813416,4013,purchase,1.0
